text,author
"He was still poor, but was in receipt of a steady and sufficient salary, as the respected and trusted cashier of a bank.",Twain
Luz would not come home until he had a good job and could come to New York to meet her.,prajwal
"and grabbed his arm and they were in the car again, Macomber and Wilson hanging on the sides and rocketing swayingly over the uneven ground, drawing up on the steady, plunging, heavy-necked, straight-moving gallop of the bull.",prajwal
It was FIRE!,Twain
In time I came to learn that the Union colonel whose coming frightened me out of the war and crippled the Southern cause to that extent; General Grant.,Twain
“I’m through with all that running around”.,prajwal
Then the noise the hyena made was so loud she woke and for a moment she did not know where she was and she was very afraid.,prajwal
The further study of it will be exceedingly interesting.,Twain
“I’ll go in a little while”.,prajwal
He examines it careful all over.,Henry
I think it is a man.,Twain
"It is the right spirit, I concede it; it attracts me; I feel the influence of it; if I were with her more I think I should take it up myself.",Twain
So then the letter in answer to the one he’d written came in on a platter one morning and when he saw the handwriting he went cold all over and tried to slip the letter underneath another.,prajwal
The Indian lay with his face toward the wall.,prajwal
This burglar of the third class began to prowl.,Henry
"“Yeah,” said George.",prajwal
They stayed four months.,Henry
That was one story he had saved to write.,prajwal
I mean really”.,prajwal
The man followed him quickly.,Henry
He felt sleep coming.,prajwal
"<  4  >      ""Tell me as soon as you have finished,"" said Johnsy, closing her eyes, and lying white and still as fallen statue, ""because I want to see the last one fall.",Henry
"ah, I shall never forget that-never, never.",Twain
"Margaret, his wife, looked away from him and back to Wilson.",prajwal
"And then, as Kernan's ready finger kept the but- ton and the waiter working, his weak point   a tre- mendous vanity and arrogant egotism, began to show itself.",Henry
"Have you got the carving with you, Profess?'",Henry
This last week a fright has been stealing upon me.,Twain
“They all gone”?,prajwal
"“I remember when they were a comfort when we first had them, but I’ve seen them full of brains too many times”.",prajwal
It sounded silly when he said it.,prajwal
“It’s that I’ve gotten so very nervous not being able to do anything.,prajwal
"In her room she got the granite-ware stew-pan out of the 2x4-foot china er I mean earthenware closet, and began to dig down in a rats'-nest of paper bags for the potatoes and onions.",Henry
The grasshopper was black.,prajwal
"""What have old ivy leaves to do with your getting well?",Henry
"“I am very glad to see you, Nicolo”.",prajwal
"If he could get to a table, he believed that success would be his.",Henry
"I added that, if Mr. Wheeler could tell me any thing about this Rev.",Twain
"These were just ordinary hoppers, but all a sooty black in color.",prajwal
It’s the only thing that’s made us unhappy”.,prajwal
"I thought we came here to teach the millionaires business, instead of learning art from 'em?'",Henry
"""'I offered him $2 for it, and I must have looked like I wanted it, for he said it would be taking the pumpernickel out of his children's mouths to hold any conversation that did not lead up to a price of $35.",Henry
“Or until the plane doesn’t come”.,prajwal
“There’s that.,prajwal
In one corner was a blank canvas on an easel that had been waiting there for twenty-five years to receive the first line of the masterpiece.,Henry
“Stop it.,prajwal
"“A little cup,” said the waiter.",prajwal
"I shall be astonished if it turns out to be a new kind of parrot; and yet I ought not to be astonished, for it has already been everything else it could think of since those first days when it was a fish.",Twain
"No, I should say not.",Twain
Nick went on up.,prajwal
It is my only pain.,Twain
He had a pleasant smile if you did not notice how his eyes showed when he was hurt.,prajwal
But that could not be kept up.,Twain
"Everything, the Skischule money and all the season’s profit and then his capital.",prajwal
"Coming along the road on a bicycle, getting off to push the machine when the surface of the road became too broken, Nicholas Adams saw what had happened by the position of the dead.",prajwal
There will be several millions of Americans here shortly”.,prajwal
"Then it would bray, stretching its neck out, laying its ears back and spreading its jaws till you could see down to its works.",Twain
"Between two jack pines, the ground was quite level.",prajwal
That was in May.,Henry
"His grave had fresh flowers on it every day, for a while, and the head-stone bore these words, under a hand pointing aloft: ""He has fought the good fight"".",Twain
But I know it’s perfectly simple”.,prajwal
The baby wants to be born and she wants it to be born.,prajwal
And as for command of language - why you never see a bluejay get stuck for a word.,Twain
This same columnist had reported them on the verge at least three times in the past and they had been.,prajwal
"Then came the climaxing stroke - the accolade, so to speak - which in a single instant transmuted the perishable dross of notoriety into the enduring gold of fame: Punch caricatured me!",Twain
"“I’ll do it,” her husband offered from the bed.",prajwal
"I heard sighs and breathings about my bed, and mysterious whisperings.",Twain
"I'm me without my hair, ain't I?""",Henry
"It is best to prove things by actual experiment; then you KNOW; whereas if you depend on guessing and supposing and conjecturing, you never get educated.",Twain
"“Like a bloody politician,” Nick said.",prajwal
"“I’m not Mrs. Hirsch,” the woman said.",prajwal
"From a rose-pink kimono edged with Nile green she had learned that the girl with the potatoes was a miniature-painter living in a kind of attic or ""studio,"" as they prefer to call it on the top floor.",Henry
"A larger spot on the wall made him think of someone, in anger, throwing something there.",Henry
"George had cooked the sandwich, wrapped it up in oiled paper, put it in a bag, brought it in, and the man had paid for it and gone out.",prajwal
He had never had a towel in his mouth before.,prajwal
"He added a vice, presently   that of secret gambling.",Twain
The sugar troughs came very handy as horse troughs and we had plenty of corn to fill them with.,Twain
"I found this place, outside the Park, and was fairly comfortable for a few days, but she has found me out.",Twain
“What’s your name”?,prajwal
"After a pause he asked:  <  11  >      ""How did it come?""",Twain
"“In the morning if you like,” Wilson told him.",prajwal
"He cocked his eye at the hole again, and took a long look; raised up and shook his head; stepped around to the other side of the hole and took another look from that side; shook his head again.",Twain
"""I'd be willing to call the debt off, but I know you wouldn't have it It was a lucky day for me when you borrowed it.",Henry
"He was not thinking of southern skies, or of the Bay of Naples.",Henry
"Out through the front of the tent he watched the glow of the fire, when the night wind blew on it.",prajwal
The old man sitting in the shadow rapped on his saucer with his glass.,prajwal
Nothing to think about.,Twain
"""I haven't had a chance,"" said Richard.",Henry
George looked up at the clock.,prajwal
"Simon Wheeler backed me into a corner and blockaded me there with his chair, and then sat me down and reeled off the monotonous narrative which follows this paragraph.",Twain
“And if the tessera is false?,prajwal
"No, he took no interest in my name.",Twain
"And they could all see the point, except an owl that come from Nova Scotia to visit the Yosemite, and he took this thing in on his way back.",Twain
"Did he look like he had money?""",Henry
I felt as if I didn't want to live another day.,Henry
"$5,823 00  ""'That's the voice of New York,' goes on Andy.",Henry
"<  7  >      SUNDAY   She doesn't work, Sundays, but lies around all tired out, and likes to have the fish wallow over her; and she makes fool noises to amuse it, and pretends to chew its paws, and that makes it laugh.",Twain
"It is a long time to be alone; still, it is better to be alone than unwelcome.",Twain
"Hot biscuits, hot wheat bread, prettily crossed in a lattice pattern on top, hot corn pone, fried chicken, bacon, coffee, eggs, milk, buttermilk etc.",Twain
The young man stopped at the foot of the stairs and coughed distractedly.,Henry
"I can't eat, these days; but I'll drink with you till I drop.",Twain
"It is lent to you for thirty days, without interest.",Twain
“I’ll come”.,prajwal
“How do you know”?,prajwal
"And behind the mountains, the clear sharpness of the peak in the evening light and, riding down along the trail in the moonlight, bright across the valley.",prajwal
"The whispering ceased, and the voices and the sounds, anal a solemn stillness followed.",Twain
“The tessera tells you”.,prajwal
I’m disgusted”.,prajwal
"She seemed to be a very nice young lady, who would not want a strange man to speak to her.",Henry
“Nothing”.,prajwal
“Can’t tell.,prajwal
"“Little boys always know what they want to do,” he said.",prajwal
“Tell him to come in”.,prajwal
"Then she heard his step on the stair away down on the first flight, and she turned white for just a moment.",Henry
"“Silver beer, bevo, ginger-ale,” George said.",prajwal
"But of her, who may have been there, whose spirit seemed to be there, he found no sign.",Henry
"I was puzzled, and wanted to discuss the matter a little further, but they didn't; so I took my leave, feeling hurt and insulted to be made the butt of what was apparently some kind of a practical joke, and yet obliged to put up with it, not being in circumstances to resent affronts from rich and strong folk.",Twain
“He can cook and everything.,prajwal
"If this were true, the plants had died long before this evening.",Henry
A road went up to the hills along the edge of the timber and along that road he picked blackberries.,prajwal
he asked.,prajwal
"The feller took the money and started away; and when he was going out at the door, he sorter jerked his thumb over his shoulders this way at Dan'l, and says again, very deliberate, ""Well, I don't see no p'ints about that frog that's any better'n any other frog"".",Twain
"We were ushered in by that same servant, and there they were, the two old gentlemen.",Twain
For half an hour I haf peen trying to say dot I am ready to bose.,Henry
"""My luck stays with me,"" said be.",Henry
Later he had seen the things that he could never think of and later still he had seen much worse.,prajwal
"One afternoon two weeks after Millionaire Nor- cross was found in his apartment murdered by a bur- glar, the murderer, while strolling serenely down Broadway ran plump against Detective Barney Woods.",Henry
Twenty years ago we agreed to meet here tonight.,Henry
It simply occupied space.,prajwal
But I couldn't keep that up.,Twain
“I suppose you were in a convent”?,prajwal
Name your price.',Henry
Max”.,prajwal
No.,Henry
"Pshaw!""",Henry
She cast a mournful glance at the ferry-boat poster on the wall.,Henry
I was the making of Harris.,Twain
She liked the hotel-keeper.,prajwal
You may read it here at the window.,Henry
The grass was wet and cold as he knelt on the bank and dipped the canvas bucket into the stream.,prajwal
I didn't say a word to her about the mine; I saved it for a surprise.,Twain
"They don’t look too happy though, do they”?",prajwal
He had cut his foot very badly with an ax three days before.,prajwal
"“Don’t get wet,” he said.",prajwal
With that chain on his watch Jim might be properly anxious about the time in any company.,Henry
"Well, he would not have to fail at trying to write them either.",prajwal
"Do fill up your glass again, Mrs. McCool”.",Henry
There were places in the city where he could go and ask for food and a bed.,Henry
"My mouth watered for it, my stomach craved it, my whole being begged for it.",Twain
"""Stop, stop, you'll ruin ev ""  Too late again.",Twain
And the windows shutting.,prajwal
"The only other shot is into his chest or, if you’re to one side, into the neck or the shoulders.",prajwal
If you wanted to shoot we could have gone shooting in Hungary and been comfortable”.,prajwal
And talks.,Twain
Birds begin to fly south.,Henry
says I.,Henry
"Then while they were eating breakfast by lantern light out in the dining tent, before the sun was up, the lion roared again and Francis thought he was just at the edge of camp.",prajwal
Think of how many girls he might have to see soaked in water with their hair down before he would recognize you.,Henry
"I am sure I can learn, because at first I could not stand it, but now I can.",Twain
"WEDNESDAY   We are getting along very well indeed, now, and getting better and better acquainted.",Twain
“I suppose there is no hurry”.,prajwal
"But if I do it, then it will be nice again if I say things are like white elephants, and you’ll like it”?",prajwal
It is the papers that are of importance.,prajwal
It’s bound to come.,prajwal
"“Neither do I,” said Wilson very cheerily.",prajwal
“The Memsahib can stay here in the car.,prajwal
He enfolded his Della.,Henry
"It was snow too that fell all Christmas week that year up in the Gauertal, that year they lived in the woodcutter’s house with the big square porcelain stove that filled half the room, and they slept on mattresses filled with beech leaves, the time the deserter came with his feet bloody in the snow.",prajwal
"He remembered the good times with them all, and the quarrels.",prajwal
I wish it would as heartily as you who read it wish it did.,Henry
"In the gossip column I ranked all dukes not royal, and said so, and claimed precedence of this one.",Twain
"Brother A said he couldn't offer it at a bank or anywhere else, because he would be arrested on the spot.",Twain
At the end of an hour my reasonings had crystallized into this verdict.,Twain
"""  ""I don't believe,"" went on Woods quietly, as if be were thinking aloud, ""that if accounts had been square between you and me, all the money in all the banks in New York could have bought you out of my hands to-night"".",Henry
The two men at the counter took a look at him.,prajwal
"""Say, old man,"" he said, constrainedly, ""ever try opodeldoc?""",Henry
"He took off his shoes and trousers, sitting on the blankets, rolled the shoes up inside the trousers for a pillow and got in between the blankets.",prajwal
He stood up.,prajwal
He was neither a Raffles nor one of the chefs from Hell's Kitchen.,Henry
Max turned to Al.,prajwal
He went near her.,Henry
"“Well,” said Macomber, and he smiled for the first time all day.",prajwal
It is strange.,Twain
"Edward worked hard and faithfully, and ceased to be an expense to the good Brants; they praised him, so did his master; but George ran away, and it cost Mr. Brant both money and trouble to hunt him up and get him back.",Twain
“You ought to go to the movies more.,prajwal
"Each had one at his pommel, and could snatch a man out of his saddle with it ovariotomy, on a full gallop, at any reasonable distance.",Twain
They were his standards in all except the shooting.,prajwal
"I couldn't give it away, if I should try, for neither honest citizen nor highwayman would accept it or meddle with it for anything.",Twain
"“I don’t really care about it, you know”.",prajwal
"""Indeed, you shall, dear, if you can improve it.",Twain
If we only had an onion to go in it!,Henry
"""Tell my son,"" said Anthony to the answering menial, ""to come in here before he leaves the house"".",Henry
"The boys stood there a half-hour sorrowing over him and recalling the details of the tragedy, and wondering who he might be and if he was a spy, and saying if they had it to do over again, they would not hurt him unless he attacked them first.",Twain
"That is a year, and further I do not remember”.",Henry
“I know.,prajwal
"I'm waiting for my change"".",Twain
"The mosquito was on the canvas, over his head.",prajwal
"A mite of a little woman with blood thinned by California zephyrs was hardly fair game for the red-fisted, short-breathed old duffer.",Henry
"I never saw such an eloquent look of shame, of pitiable humiliation, overspread a countenance before.",Twain
"With them, in spirit, we also go forth from the sweet peace of our beloved firesides to smite the foe.",Twain
"You were equipped with good insides so that you did not go to pieces that way, the way most of them had, and you made an attitude that you cared nothing for the work you used to do, now that you could no longer do it.",prajwal
"I want to see how it looks on it"".",Henry
It was much lighter on the logging road as the timber was cut away on both sides.,prajwal
"Soon Stevens began to devise a garment for Bowers which could be made to automatically display his battle scars to the grateful or conceal them from the envious, according to his occasions, but Bowers was in no humour for this, so there was a fight and when it was over Stevens had some battle scars of his own to think about.",Twain
"""You may run along down to your club now.",Henry
"I could not drive it away, the taking of that unoffending life seemed such a wanton thing.",Twain
"And it seemed an epitome of war, that all war must just be the killing of strangers against whom you feel no personal animosity, strangers who in other circumstances you would help if you found them in trouble, and who would help you if you needed it.",Twain
"“I’m going back to the kitchen with the nigger and bright boy,” he said.",prajwal
"""I can lick the man that invented poverty"".",Henry
The time for that had gone by.,Twain
"And I can't write it I can't do that"".",Henry
Has the West been good to you”?,Henry
"Wilson stood up and puffing on his pipe strolled away, speaking a few words in Swahili to one of the gun-bearers who was standing waiting for him.",prajwal
He stroked his brown-and-gray beard.,Henry
"I hope I have made myself clear, gentlemen.",prajwal
"So this was the way it ended, in a bickering over a drink.",prajwal
"But I am only a girl, the first that has examined this matter, and it may turn out that in my ignorance and inexperience I have not got it right.",Twain
"FRIDAY   I saw him again, for a moment, last Monday at nightfall, but only for a moment.",Twain
"They all came a-swooping down like a blue cloud, and as each fellow lit on the door and took a glance, the whole absurdity of the contract that that first jay had tackled hit him home and he fell over backward suffocating with laughter, and the next jay took his place and done the same.",Twain
She liked the deadly serious way he received any complaints.,prajwal
<  6  >      TEN DAYS LATER   She accuses ME of being the cause of our disaster!,Twain
It has no tail yet.,Twain
"Yes, I was a made man now; my place was established.",Twain
"“But after a year or two, we stopped.",Henry
"“Don’t worry,” he said.",prajwal
"""I can judge men.",Henry
He spilled the coffee out of the pot and shook the grounds loose into the fire.,prajwal
"“Oh,” said Macomber.",prajwal
Gott!,Henry
God grant that it was so!,Twain
“I’m waiting for a friend.,Henry
"“I’ll wait half an hour, at least.",Henry
The fancy seemed to possess her more strongly as one by one the ties that bound her to friendship and to earth were loosed.,Henry
That’s a way to talk.,prajwal
"But sit down on the floor here nothing else can stand your weight and besides, we cannot be sociable with you away up there above me; I want you down where I can perch on this high counting-house stool and gossip with you face to face"".",Twain
"""But I advise you to keep under cover for a spell.",Henry
“I don’t like to leave things behind”.,prajwal
"In one way or another, he would have to pay for what they gave him.",Henry
"I wish it were here, so that we could have another dinner in it.",Henry
"Has she anything on her mind?""",Henry
"He goes off with his piece of antiquity and I hurry back to Andy's hotel, according to arrangement.",Henry
"It resembles us in some ways, and may be a relation.",Twain
He knew the beans and spaghetti were still too hot.,prajwal
“Hundred’s about right.,prajwal
"She caught it while I was up country trapping on the North Shore of the Erie; caught it in the timber a couple of miles from our dug-out   or it might have been four, she isn't certain which.",Twain
The miniature artist smiled starvedly.,Henry
He was an old man and very tall.,prajwal
"But at last it did, hours and hours after the vague twilight of the garret had long ago been blotted out by black darkness.",Twain
"They all examined the hole, they all made the sufferer tell it over again, then they all discussed it, and got off as many leather-headed opinions about it as an average crowd of humans could have done.",Twain
"He had his leather rod-case in his hand and leaning forward to keep the weight of the pack high on his shoulders he walked along the road that paralleled the railway track, leaving the burned town behind in the heat, and then turned off around a hill with a high, fire-scarred hill on either side onto a road that went back into the country.",prajwal
"“All right,” said Wilson.",prajwal
Johnsy was sleeping when they went upstairs.,Henry
"“Let’s please go into the shade,” Margot said.",prajwal
"I said I was sincerely glad, and asked what it was.",Twain
"<  6  >      ""It is the last one,"" said Johnsy.",Henry
That was the day he’d first seen dead men wearing white ballet skirts and upturned shoes with pompons on them.,prajwal
"For it wasn't good for anything; it could not build a shack, it could not improve melons, it could not hurry a fruit crop; it was useless, it was a foolishness and a vanity; he would despise it and say cutting words.",Twain
Anthony called Kelly when he was at the door.,Henry
"""You?""",Twain
"They had forgotten all about the enemy, they thought only of this one forlorn unit of the foe.",Twain
"As he shut the door he saw Ole Andreson with all his clothes on, lying on the bed looking at the wall.",prajwal
Finally the road after going parallel to the burnt hillside reached the top.,prajwal
I never doubted her afterward.,Twain
Did you walk far”?,prajwal
"""Nit,"" said Hetty.",Henry
"Wilson called in Swahili and the older gun-bearer, who was skinning out one of the heads, straightened up, pulled a box of solids out of his pocket and brought them over to Macomber, who filled his magazine and put the remaining shells in his pocket.",prajwal
The brush was very thick ahead and the ground was dry.,prajwal
“I will keep this”.,prajwal
What kind of hour is that to go to bed”?,prajwal
"“Leave it as it is,” said Wilson.",prajwal
"If he isn’t here at ten, are you going to leave”?",Henry
"They whirled up Forty-second to Broadway, and then down the white- starred lane that leads from the soft meadows of sunset to the rocky hills of morning.",Henry
Were my doubts dissipated?,Twain
Terrify them into it!,Twain
I’ll always love you.,prajwal
"He felt marooned, held up, attacked, assailed, levied upon, sacked, assessed, panhandled, browbeaten, though he knew not why.",Henry
"The hell with it, thought Robert Wilson.",prajwal
"“You gut-shot him and you hit him somewhere forward,” Wilson said without enthusiasm.",prajwal
He was settled.,prajwal
She had a momentary feeling of being of supreme importance.,prajwal
He shut his eyes again and went to sleep.,prajwal
I had no trouble with them.,Henry
But I'm allowed to meet her with a cab at the Grand Central Station to-morrow evening at the 8.30 train.,Henry
Inside the tent the light came through the brown canvas.,prajwal
There was no answer and she could not hear him breathing.,prajwal
“Why don’t you tell him”?,prajwal
"“Here he comes,” Wilson said.",prajwal
"It was given to me by Jack Bevens, on the top floor.",Henry
"Their faces were different, but they were dressed like twins.",prajwal
"“Well then, as Wilson said, kill him and stop his roaring”.",prajwal
"Yes, I see.",prajwal
The cop took a step or two.,Henry
The other well-known type is the burglar who wears a collar.,Henry
"It was an enchanting region for war, our kind of war.",Twain
“What are you going to kill Ole Andreson for?,prajwal
“What do you mean”?,prajwal
"They climbed into the motor car and, in the gray first daylight, moved off up the river through the trees.",prajwal
In his mind he could see the whole dinner.,Henry
George looked up at the clock.,prajwal
"""You say your hair is gone?""",Henry
"“Why didn’t you wake me,” she said.",prajwal
"The mess boy had started them already, lifting the bottles out of the canvas cooling bags that sweated wet in the wind that blew through the trees that shaded the tents.",prajwal
"“It is still hot to ride,” Captain Paravicini said.",prajwal
“I hope your friend comes all right.,Henry
"""Because, madam,"" said he, in accelerando tones, ""I pay the chauffeur's wages and I own the automobile and also this onion this onion, madam"".",Henry
"""I haven't been able to dress myself without help.",Henry
Our boys went apart and consulted; then we went back and told the other companies present that the war was a disappointment to us and we were going to disband.,Twain
"“Here comes the Memsahib,” he said.",prajwal
“You mean will I tell it at the Mathaiga Club”?,prajwal
"<  6  >      The brave cashier's head-stone has this inscription: ""Be pure, honest, sober, industrious, considerate, and you will never  ""       Nobody knows who gave the order to leave it that way, but it was so given.",Twain
They’ve put it back to five-twenty.,prajwal
At the station he captured Miss Lantry out of the gadding mob at eight thirty-two.,Henry
He was already thinking how warm he would be.,Henry
"The concierge who entertained the trooper of the Garde Republicaine in her loge, his horse-hair-plumed helmet on a chair.",prajwal
Nick sat down on the bundle of canvas and bedding the baggage man had pitched out of the door of the baggage car.,prajwal
"""Richard,"" said Anthony Rockwail, ""what do you pay for the soap that you use?""",Henry
"But at last it seemed true, so I went away and sat lonely in the place where I first saw him the morning that we were made and I did not know what he was and was indifferent about him; but now it was a mournful place, and every little think spoke of him, and my heart was very sore.",Twain
"Leaving the town there was a bare open space where the road slanted down and he could see the placid reach of the river and the low curve of the opposite bank and the whitened, sun-baked mud where the Austrians had dug.",prajwal
I asked if they had a misfit suit that had been thrown on their hands.,Twain
"""He has heard the prayer of His servant your shepherd and grant it if such shall be your desire after I, His messenger, shall have explained to you its import-that is to say, its full import.",Twain
"“As you say, we have our living to think of,” said Mrs. Purdy.",Henry
You may judge by this fact: privately I raised my salary to twelve hundred the first year on the spot.,Twain
"It could be, of course, that it did happen, and that I was not noticing.",Twain
“George thought I better come and tell you about it”.,prajwal
"But you know, if you haven't ever served in that capacity, you, of course, can't furnish recommendations of a sort to satisfy the conditions of the contract, and so ""       ""Try me - oh, do, I beg of you!",Twain
"""'We've got just eleven minutes,' says Andy, 'to catch the B.",Henry
I have no defect like this.,Twain
"""'I learned there that you are the owner of an Egyptian ivory carving of the time of Rameses II., representing the head of Queen Isis in a lotus flower.",Henry
“Will you have some breakfast”?,prajwal
“Would you please please please please please please please stop talking”?,prajwal
He would be taken to a judge.,Henry
I think it would be pleasanter in my ears than any other sound.,Twain
"“That’s it,” said Wilson.",prajwal
"“You’re not coming,” Wilson said.",prajwal
He thought of all the time in his life he had spent gambling.,prajwal
"The moment the usual civilities were over, Hastings caught sight of me, and came straight with cordially outstretched hand; then stopped short when about to shake, and said, with an embarrassed look:       ""I beg your pardon, sir, I thought I knew you"".",Twain
“Sure”.,prajwal
“I don’t like any of it at all”.,prajwal
That’s the good destruction.,prajwal
He who had loved her best had tried to find her.,Henry
In this way I have saved him many embarrassments.,Twain
Bank’s too steep.,prajwal
"They were all about the hospital, and how much she loved him and how it was impossible to get along without him and how terrible it was missing him at night.",prajwal
"The buffalo was on his knees and he jerked his head furiously and bellowed in pig-eyed, roaring rage as they came toward him.",prajwal
Macomber asked.,prajwal
Wilson spoke in Swahili to the driver.,prajwal
Wait; don't take any more of that liquid.,Twain
This is a puzzler.,Twain
But now Portia's turn was come to be surprised.,Twain
"“What is, my dear”?",prajwal
The burglar wore a blue sweater.,Henry
"""But, as I said, I must be going, because "" Hetty clutched his sleeve firmly.",Henry
“Yes.,prajwal
Its food was not so good.,Henry
"In the mean time, without stirring from the home estate, she has caught another one!",Twain
"His name's Scudder, and he's 45, and taking lessons on the piano and 15,000 barrels of oil a day out of his wells.'",Henry
The young man's pale face relaxed into a grin.,Henry
"""But some ladies on the boat took me downstairs to the furnace-room and got me nearly dry and did up my hair.",Henry
MONDAY   The new creature says its name is Eve.,Twain
It troubles me.,Twain
"“I feel fine,” she said.",prajwal
“What the hell”?,prajwal
I'll pay it back some day.,Henry
"Then they went down the steep bank and across the stream, climbing over and around the boulders and up the other bank, pulling up by some projecting roots, and along it until they found where the lion had been trotting when Macomber first shot.",prajwal
You know I love you”.,prajwal
“Sometimes he comes here”.,prajwal
"""Come on,"" he said bluffly.",Henry
"He had worked hard, had pulled every wire he knew of, had left no honest expedient untried, had spent nearly all the money he had in the world, had not been able to get a solitary capitalist to listen to him, and his option would run out at the end of the month.",Twain
"Then I had had a visitor, and the elephant tread was explained.",Twain
"I wonder why; I have always done it   always liked the plunge, and coolness.",Twain
The young man went into a protracted paroxysm of coughing.,Henry
"""No,"" he confessed; ""there's not another scrap of anything in my diggings to eat.",Henry
I warn you to be careful what you say.,Henry
"I had to have company   I was made for it, I think   so I made friends with the animals.",Twain
There was a good smell.,prajwal
"“Why did he kill himself, Daddy”?",prajwal
"They walked up from the beach through a meadow that was soaking wet with dew, following the young Indian who carried a lantern.",prajwal
They were the descendants of the Communards and it was no struggle for them to know their politics.,prajwal
"Somebody said, hardly audibly, ""Good, we've got him.",Twain
"""I never give my address to chauffeurs,"" said Cecilia, haughtily.",Henry
"Without a doubt that seed can be made to grow, if cultivated.",Twain
"The truth is, he don't spend anything while he is there.",Henry
Says it makes her shudder.,Twain
"“Three minutes before ten,” he said.",Henry
"you should have seen the rich blood mount, and her happy eyes shine!",Twain
I'm off to the West on a morning train.,Henry
You want to scrape 'em.,Henry
"He told me it cost him $18,000 to furnish his apartment, and I believe it.",Henry
"He was all dripping himself, but laughed as if he thought it was all a joke.",Henry
His hand came away wet.,prajwal
"""I swear I thought the job was as clean and as smooth as a peeled onion.",Henry
The party’s over and you are with your hostess now.,prajwal
“How is the beautiful red-faced Mr. Wilson?,prajwal
"I know it does in the dark, because the pool never goes dry, which it would, of course, if the water didn't come back in the night.",Twain
The two boys had a Tommie slung and they were coming along behind her.,prajwal
It could not be more than a mile away.,prajwal
She arranged her board and began a pen-and-ink drawing to illustrate a magazine story.,Henry
But soon I was drifting back again.,Twain
It said in Black’s to avoid all alcohol.,prajwal
He could promise that.,prajwal
There are not words enough in the unabridged to describe it.,Twain
“You rich bitch.,prajwal
“We’ll put a stop to that”.,prajwal
“You ought to take some broth to keep your strength up”.,prajwal
I can't lay a hand on you.,Henry
"'Large bills, please.",Henry
"This vast donkey had some pluck, of a slow and sluggish nature, but a soft heart.",Twain
"The original fraud was ingeniously and fraudfully duplicated, and exhibited in New York as the ""only genuine"" Cardiff Giant (to the unspeakable disgust of the owners of the real colossus) at the very same time that the latter was drawing crowds at a museum is Albany,] Confound it, don't you know your own remains?""",Twain
The first one in is the one that counts”.,prajwal
My campaign was spoiled.,Twain
“What the hell do you argue with this kid for?,prajwal
"“Tonight we’ll have champagne for the lion,” Wilson said.",prajwal
It could not all be burned.,prajwal
On went her old brown jacket; on went her old brown hat.,Henry
George opened the slit that opened back into the kitchen.,prajwal
"I drifted naturally into buying whatever I wanted, and asking for change.",Twain
Damned strange people.,prajwal
"It's of the last importance"".",Twain
"He removed his cloth-covered helmet, put it on again and, stooping, went out the low entrance of the dugout.",prajwal
"You are posted on what had preceded all this, but I was not.",Twain
The water was ice cold.,prajwal
He slipped one hand inside his coat.,Henry
The same result would follow if I tried to bank the bill anywhere or to borrow money on it.,Twain
It made a good ending to the story.,prajwal
"She is away for twenty minutes and now she is back, simply enamelled in that American female cruelty.",prajwal
"""I can tell when a streak of humidity the size of a table-cloth starts from Florida on its way to New York.",Henry
"She used to carry the young tigers around so, and play with them, before we lost our property, but it was only play; she never took on about them like this when their dinner disagreed with them.",Twain
"There is a dodo, for instance.",Twain
"One moment - let me show you out, sir.",Twain
"Shrill and yet plaintive were the cries, as if the young voices grieved that so much evil and so little good was in their irresponsible hands.",Henry
“If they see one American uniform that is supposed to make them believe others are coming”.,prajwal
He took the ax out of the pack and chopped out two projecting roots.,prajwal
I had some very nice people in it last summer.,Henry
"He did not want to hunt buff or anything else with Macomber at all, but he was a professional hunter and he had hunted with some rare ones in his time.",prajwal
"""No, I don't know that it would - in fact, I'm afraid it wouldn't; but, you see, there's so much dependent upon it that ""       ""Then I'll go anyway, proper or improper,"" she said, with a beautiful and generous enthusiasm.",Twain
“Are you awake”?,prajwal
"""'Hello, Profess!'",Henry
"At this sink Hetty found a girl with heavy, gold-brown, artistic hair and plaintive eyes, washing two large ""Irish"" potatoes.",Henry
"I failed, but I think the good intention pleased him.",Twain
I came a thousand miles to stand here tonight.,Henry
"With the maid holding the umbrella over her, she walked along the gravel path until she was under their window.",prajwal
"THE ATTACK HAD GONE ACROSS THE field, been held up by machine-gun fire from the sunken road and from the group of farm houses, encountered no resistance in the town, and reached the bank of the river.",prajwal
It was getting dark.,prajwal
“Absolutely.,prajwal
"It was understood he would not drink, and he did not want to see his friends or any one in the States.",prajwal
"Then, in the dark, he started the gas again, and he lay down thankfully on the bed.",Henry
“Tell him to come in”.,prajwal
She liked to read in the evening before dinner and she drank Scotch and soda while she read.,prajwal
The sacredness of an obligation is a thing which you can't cram into no bluejay's head.,Twain
He had forgotten to get water for the coffee.,prajwal
"I took my dinners there, but for breakfast I stuck by Harris's humble feeding house, where I had got my first meal on my million-pound bill.",Twain
There had been this to do.,prajwal
"Alas, I am indeed to blame.",Twain
We’re just waiting to be pulled out.,prajwal
"He had loved too much, demanded too much, and he wore it all out.",prajwal
The judge would do the rest.,Henry
That’s Mr. Wilson’s trade.,prajwal
“I’d do anything for you”.,prajwal
I realize that I feel more curiosity about it than about any of the other reptiles.,Twain
"“He’s drunk now,” he said.",prajwal
I'll tell you what!,Henry
I was in a kind of agony.,Twain
"But, lo!",Henry
He was the most serious man Nick had ever known.,prajwal
